par_id,community,text,label
9047,homeless,"This is in a renewed effort to focus attention on the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent , a passion which Sirleaf shares with the foundation .",1
7325,women,Forum sessions focused on topics from fake news and storytelling to women 's political empowerment and the increasingly ' female face of the far right . ' <h> HKFP Voices Writer,0
4800,refugee,"Under an executive order Trump signed earlier this year , the United States had temporarily halted admissions for refugees from all countries , with some exceptions .",0
5902,refugee,"Nkaissery said a comprehensive repatriation programme would be rolled out next month at the sprawling camp , home to Somali refugees since the outbreak of civil war in 1991 .",0
7152,immigrant,"Critics have also cited that there is a bias of invitations to apply towards those who are already in Canada , ie , international students who graduate from Canadian post-secondary institutions and remain in Canada on work permits . Many immigrant hopefuls are not able to afford international education to enjoy this advantage . <h> ADVERTISEMENT",0
7250,refugee,"' The Calais Sessions ' was recorded in the vast refugee camp in Calais , known by the inhabitants as The Jungle . The driving force behind the album is Vanessa Lucas-Smith who talks about the recording ... Audio",0
3276,poor-families,Prof Fergusson said children being born in poor families today might face even worse outcomes than their parents born in the 1970s and ' 80s because of the greater disparity in earnings .,0
5199,vulnerable,To be able to feel pain is a defence mechanism . It warns you of danger and alerts you to injury . If you lose your pain sensation you become vulnerable . This can be as simple as a pair of shoes rubbing against a toe where the patient can not feel it . This can ultimately lead to amputation .,0
2588,migrant,"But the sources said the GIS needed to determine whether the four were really invited by Ms En , the type of immigrant visa they held and also seek information on whether they were in the country legally or illegally .",0
1972,migrant,"Greece has been a key point of entry for irregular migrants as the European Union struggles with its worst migration crisis since World War Two . On Tuesday , the bloc rolled out proposals aimed at stemming the influx .",0
5074,refugee,"According to the Consul-General of the Federal Republic of Germany in Chennai , the Consulate would be assisting about 420 Lankan refugees living in India with a budget of over Rs. 37 lakh ( 50,000 euros ) .",0
2690,disabled,"When a veteran reaches 70 , he is deemed totally disabled , entitling him to such a pension .",0
6250,vulnerable,"It has been observed , in various research reports in Ghana that a majority of the rural population is made up of the vulnerable in the society ; children women , and the aged , due to rural-urban migration . The young men and women flood into urban areas in search of better opportunities , adding pressure the existing food demand and other social amenities . This leaves the fertile rural areas unexplored due to lack of labor and aggressive young , energetic individuals .",0
6979,women,"Former election commissioner Brig Gen ( Retd ) Sakhawat Hussain said : "" Political parties only talk about political empowerment of women , but do n't usually give nominations to them . Several female leaders made complaints to me that they were ignored in their own parties . """,0
1513,hopeless,"November 21 , 2017 , 8:39 pm All signs are that the sins of errant political potentates who stood to gain from the biggest ever financial crime in Sri Lanka -- the Treasury bond scams -- will be laid on a lesser person who has no political future to worry about and is in a position to run away , flashing a foreign passport . One should n't be so na ? ve as to believe the bond drama , which is not yet over , will have an ending different from the frustratingly predicable climax of an edge-of-your-seat Bollywood thriller , packed with adrenaline-pumping action , with some cliffhanging moments thrown in for good measure . In other words , it will end like butler-did-it whodunnit with a hopelessly anticlimactic denouement . We bet our bottom dollar that there will be something similar to the report of the second COPE ( Committee on Public Enterprises ) report on bond scams . The political crooks who are too big to be caught will have the last laugh !",0
4592,in-need,"Serving as honourary event chair once again is a man who knows a thing or two about what it takes to make a 42-ton fire truck move without the benefit of engine power . Billed as the world 's strongest man , Cobourg-based Lutheran minister Kevin Fast holds more than 25 world records for feats of strength . He 's offering to train any teams in need of pointers .",0
7316,hopeless,""" The dull slur in his slow , loud voice tells me he is drunk , "" she writes . "" I know this tone ; it 's the tone of white wine and probably a few glasses of whisky . He is angry . Furious that I lost . His voice booms down the phone , ' You are pathetic , you are a hopeless cow , you are not to come home . You are an embarrassment . You ca n't stay at our hotel . ' """,0
7195,in-need,The Department said that these additional vetting procedures will only apply to those who have been identified as in need of further vetting in connection with terrorism or other national security-related visa ineligibilities .,0
1324,disabled,"Yee elaborated that the first and ground floor units were reserved for those who were disabled , the infirm and the elderly .",0
5277,poor-families,Tsao Foundation Chief of Clinical Affairs Dr Ng Wai Chong said some poor families are not able to fit the criteria of the Scheme .,0
771,migrant,"Pakistan 's policy towards migrants is over-generous by comparison . It enabled Osama Bin Laden to enter and then reside in the country for years without a visa . It issued an ID card and a passport to the Afghan Taliban leader Mullah Mansoor , and never asked for a receipt .",0
302,women,"Several of the women with whom Lee spoke , have informed her that the security forces searched for their husbands , who had been staying out of their houses in fear , said Prof Lee adding : "" The women said they had then been raped when their husbands were not found . """,0
2711,in-need,"Financial , academic help opportunities available to students in need of assistance .",0
2686,refugee,Can you tell me a bit about the struggle of Hong Kong refugees and the Refugee Union ?,0
8250,migrant,According to His Excellency Faviini the Italian government is taking steps to repatriate illegal immigrants who arrived in Italy by sea including Ghanaians and is therefore holding discussion with the government of Ghana on the issue .,0
1280,migrant,""" This logic of praising the white supremacy is not just anti-immigration , "" Calderon said . "" He is acting and speaking out against immigrants that have a different skin colour than he does , it is frankly racist and he is exploiting feelings like Hitler did in his time , "" Calderon said .",0
5477,disabled,"Santos appeared in five games this season with Toronto , posting a 0-1 record with a 2.08 earned-run average before being placed on the 15-day disabled list with a right triceps strain on April 14 . He then had surgery on this right elbow to remove bone spurs .",0
588,in-need,She probably felt sorry for him and felt that he was in need of sex . She has destroyed the good relationship that both of you have had . I find her statement to be repugnant .,0
4304,hopeless,"Crucial time was bought by those covering the retreat . At Lille , the French 1st Army fought German forces to a standstill for four days , despite being hopelessly outnumbered and lacking any armour . The French forces forming a perimeter defence around Dunkirk were all either killed or captured .",0
2843,immigrant,"The problem of what to do about the Dreamers , as the immigrants are known , landed back in the court system this week after the US Senate debated the matter for several days and failed to approve any legislation .",1
5701,refugee,"Over 110,000 migrants and refugees have arrived in Greece and Italy already this year , says IOM .",0
7835,vulnerable,"Ronald Jackson , Executive Director of the Caribbean Disaster Management Agency ( CDEMA ) , reflected that older people are considered in the Comprehensive Disaster Management strategy 2014-2024 amongst other vulnerable groups . He encouraged CDEMA participating States that strategies , programmes and plans should be integrative to increase resilience since ? we are not only planning for older people , we are actually planning for ourselves ? , said Jackson .",0
2063,vulnerable,The Economic Insight : Africa Q4 2015 report by the Institute of Chartered Accountants in England and Wales says Tanzania is among five most vulnerable economies in Africa on account of the current account deficit of 9.3 per cent and vulnerability score of slightly below 250 .,0
694,in-need,"Right now , the town 's residents are urgently in need of food , water , anti-tetanus medicine , and formaldehyde for their dead . With most communication lines still down , they are relying on outside help for rescue .",0
7597,vulnerable,"This scheme , according to the World Bank ; ' ' is a targeted social safety net that provides both educational and health benefits to the most vulnerable children , thereby increasing enrollment rates , reducing absenteeism , and improving food security at the household level . """,0
8097,vulnerable,India 's steel companies have been particularly vulnerable to attacks from non-government organizations and sceptical regulators because of the risk that their typically vast projects could lead to the displacement of thousands of people and the destruction of livelihoods .,0
7293,vulnerable,Japan 's generous assistance to vulnerable communities fully reflects its commitment to international peace and development .,0
212,poor-families,"The BISP is providing service and financial support to 2.5 million poor families across Pakistan , Marvi said , adding that the government 's mission is to reduce this number by ensuring that the poor families are enabled to become self-supporting and get rid of poverty .",0
169,disabled,"On education , Cepe said some towns in Negros Oriental are already starting to put up a classroom that will cater to the disabled , while the West City Elementary School and the Dumaguete City High School have special classes for the PWDs as well .",0
6180,in-need,"Dr. Nabeela Ali 's , Chief of Party , USAID Technical Assistance Unit for Health ( TAUH ) presentation focused on "" Policies , Programs and Gaps in Action "" dwelled on the system building blocks , overall goals and outcomes and what hindrances exist to better outcomes . Pakistan 's health system , Dr. Nabeela Ali continued is in need of a policy rethink .",0
775,homeless,"Half the birds could be left homeless , research suggests .",0
6704,poor-families,"Meanwhile , young street urchins are being abducted from the slums almost every other day , although the police chief hardly bats an eyelid because they come from poor families .",0
8086,women,"According to a 2015 analysis in The New York Times , 1.5 million black men are disengaged or "" missing "" from American society , as compared to black women . Though there is no gender gap in childhood , an imbalance appears during the teen years , and adult black men are disproportionately incarcerated or likely to die premature deaths . This lack of men has long-lasting implications for black women , families and society as a whole .",0
3538,hopeless,"JD Lovrenciear : Stop sowing seeds of suspicion and hopelessness . Between the devil and the deep blue sea , make a stand will you , dear activists ?",0
3969,homeless,"The ABC 's initial post on the death of Brett , one of about 30 homeless people living in and around Cotton Tree , sparked hundreds of comments .",0
1676,migrant,""" CBPR methods can increase our understanding of risk and protective factors in refugee and immigrant communities and contribute to development of culturally appropriate programming to address health disparities , "" Shirazi said via email . "" My use of CBPR has taken an innovative approach to addressing health disparities and building evidence-based community health programming . """,0
1851,in-need,"Emphasis was also given to foster reconciliation and unity and to assist those in need , whose needs the SLAF had the wherewithal to fulfill .",0
3542,vulnerable,"If you would try to do the same , you could face personal bankruptcy ! As you do n't have a limited liability company to protect you , you are much more vulnerable to the disadvantages of leveraging than companies are .",0
5560,vulnerable,""" This makes them vulnerable to rough seas -- they became dislodged by large waves and washed ashore when the rough weather kicked in .",0
2992,immigrant,"In a landmark ruling Britain 's Supreme Court has delivered an absolutely very British verdict , sparking new fears that a new group of immigrants will have an easy ride to life in the UK . The highest court of law in Britain , ruled that gay asylum seekers can not be deported if they had a real fear of persecution in the country they are to be returned to . And the verdict contained observations unlikely to be matched anywhere but in modern Britain . With typical candour , Lord Rodger one of the Supreme Court judges , borrowed from typical British life to give an example of the Court 's intention in providing protection to those of a different sexual persuasion .",0
2010,homeless,Thousands of California college students homeless and go hungry,0
2032,women,"There is very little knowledge in the civilian sectors about matters relating to the intense training , discipline and standards that are promoted and inculcated in service by men and women .",0
1844,in-need,"This sequence of events has convinced Chiefs fans that maybe they need another coach , although management -- particularly football manager Bobby Motaung -- has called for calm after Komphela again needed a police escort to leave a match venue .",0
6247,migrant,Hollande 's visit to Qatar comes just days after a French prosecutor opened a preliminary investigation into allegations that French construction company Vinci seriously mistreated migrant workers in Qatar as the country prepares to host the 2022 World Cup . Vinci denies the allegations . Its Qatar subsidiary QDVC has contracts worth 2.2 billion euros ( $2.4 billion ) in Qatar .,0
535,in-need,"Designers in need of a little more motivation might even take a cue from Shakespeare and put a short candle on their desk -- a reminder , at the risk of mixing metaphors , that the clock is always ticking .",0
7420,hopeless,Much play was made of the fact that the train of Ms Markle 's dress featured 53 floral emblems sewn into the fabric to represent the nations of the Commonwealth . But more than half of the member countries of the Commonwealth are republics with their own heads of state . Are we so derivative and hopeless that we can not join them ?,0
6693,immigrant,"Kolkata , Dec 7 A border protection grid on the lines of Unified Command set up in insurgency-hit states will soon come up in five eastern states sharing borders with Bangladesh to check illegal immigrants including Rohingyas .",0
892,in-need,"It is unfortunate that our mainstream electronic media has made no effort to develop a broader school of ideas . The fact that it did not publicise the Qadri protests or create hype over them was reportedly largely because of the warnings issued formally by Pemra and less formally by other powerful institutions within the country . But beyond these warnings , those who have access to the platforms that mould public opinion must think about how they can use this power and what they can do for a country badly in need of a collective goal .",0
842,women,"It was Tihar , the five-day Hindu festival of light and life , and the roads were a holy mess . Gangs of chanting children armed with collection trays marauded through the streets , accosting vehicles and demanding money . Heavy drifts of incense hung like dirty clouds everywhere , over shopkeepers dousing the pavement to keep dust from their stores , and over women hawking flip-flops , balloons , and jewellery under rainbow parasols . We passed a lone buffalo chewing lazily on the seat of a parked moped , turned a corner , and began climbing out of town .",0
7374,in-need,"Under Germany 's dual education system , classroom lessons are combined with hands-on technical experience . Children are streamed from a young age toward more than 300 trades in need of skilled workers -- from sausage-making to car manufacturing and optician work .",0
7591,immigrant,"That Fay speaks in a voice that is direct and immediate is largely a function of the audience she is reaching out to : "" immigrant , working class and not highly educated , but who were open to learning and new experiences "" . In fact , it is this embedded sense of a very different audience that is perhaps the key to understanding her work . Equally important is Fay 's understanding of art as deeply transformative , an art that is for everybody .",0
6296,in-need,"The organization will also bring in expertise from abroad to work in hospitals in the two regions . Hospitals that will benefit from Operation Upendo 's generous support include St. John 's Hospital in Lugarawa village in Njombe Region and in Ruvuma Region , Litembo Hospital in Litembo village , Lituhi Hospital in Lituhi village and Ruanda Hospital in Ruanda village will also benefit . Others are Mpapa Health Centre in Mpapa village and the numerous dispensaries in Ruvuma Region in need of improvement .",0
3639,poor-families,The Kenyan government also allocated KSh1.1billion ( Tsh19.8 billion ) for bursaries for children from poor families .,0
5177,in-need,"However , and most importantly , it should be a moment for all partners to embrace the OGP platform to fundamentally change how we design and deliver essential public services for those most in need of government support -- for their survival and dignity .",1
7930,hopeless,"She 's pale and looks at the bowl of yellow water that the University Hospital calls soup . She 's saving it for her husband , who 's off on a hopeless search for protein shakes in a country without many of the most basic foodstuffs .",0
4809,migrant,Menu <h> 48% of Canadian Millionaires From Immigrant Families,0
1210,refugee,"Italy , one of six founding members of what became the European Union , has been stuck in a political quagmire since its inconclusive March 4 election , which was dominated by a struggling economy , the refugee crisis and illegal immigration .",0
6371,immigrant,"Several Tamil Nadu politicians had crossed the Palk Strait and entered this country using this illegal rout to address meetings organised by the LTTE . Therefore , it is a fact that there was much illegal movement of Tamil people between Sri Lanka and Tamil Nadu during the period the LTTE was active in the north and east . If 75,000 citizens of Sri Lanka had travelled across the Palk Strait to refugee camps in Tamil Nadu would it not have been possible for an influx of Tamil Nadu illicit immigrants in the opposite direction ? Let me prove to the readers of this article that this did actually happen during the period that the LTTE was making an effort to establish a Tamil Eelam in the northern and eastern parts of Sri Lanka .",0
603,women,"The report also noted that crowdfunding success rates were higher for women across all industries it analysed , including education , technology , and entertainment and media .",0
384,in-need,""" A lot of people are in need of better roads , potable water , skills training , the education and health-care facilities that need to be developed . They all want it to happen at one time and you have to explain to them that it is a process ... and will not happen overnight . We have made a lot of achievements and I do hope that we will be able to convey fully what the vision is for the constituency and that persons will buy into exactly what we have been trying to do , "" he said .",1
3115,refugee,"While the future of the peace process remains uncertain , the hard fact that the government must tackle now is to not just take back the "" failed "" refugees but also ensure that they are not devoured by the same demon they had fled from in the first instance .",1
4053,disabled,The station 's network of routers and switches had been knocked out and its internal messaging system disabled . Pasted across the station 's website and Facebook page was the keffiyeh-clad logo of CyberCaliphate .,0
2257,women,""" First , I amused the crowd by pointing out that all the complaints about uncircumcised men were being made by men . The women were not complaining . I said I did not know of what interest a man 's manhood was to another man , unless the couple was gay . """,0
4016,poor-families,"Bhopal : Students of government schools the state are still deprived of textbooks even though the new academic session has begun . While students of private schools are fast covering their syllabus , government school students , who mostly belong to poor families , are lagging behind due official apathy . Parents said that they are visiting the market almost every day but shopkeepers say that books have not been supplied to them so far . "" The school education department was quick to adopt the NCERT syllabus from new academic session , but could not supply new books in the market on time . Our children are wasting time going to school without books , "" said Ram Gopal , one parent .",0
1559,migrant,French President Emmanuel Macron came out Saturday in support of financial sanctions against EU countries which refuse to accept migrants .,0
7392,migrant,"SAN JOSE , Antique ( PIA ) - - The Department of Labor and Employment is conducting an Orientation on Pre-employment of migrant workers ( OPEM ) before their deployment to work in different sugarcane plantation in Negros island .",0
1643,in-need,"Working with the Yakima County RSVP , local nonprofits have provided information about individuals and families needing your help . Every day through Christmas Eve , the Yakima Herald-Republic will publish information in print and online about some of those in need along with contact information to make your gift happen .",1
239,in-need,Moreover donations for dams may increase if Imran Khan as the Prime Minister of Pakistan declares them a flagship project of his government and urges people especially overseas Pakistanis for contributions who have always generously contributed for such causes whenever Pakistan was in need .,0
3495,refugee,"The entire refugee convention turns on respect for this principle . Successive Labor and Liberal governments have engaged in a permanent form of doublespeak when it comes to their compliance with it . They have implemented offshore detention policies that have been described by the UN as amounting to torture to deter potential asylum seekers and punish those who travel to Australia by boat . They have defended a policy of "" enhanced screening "" that allows predominantly Sri Lankan asylum seekers to be repatriated after answering as few as three questions . Yet they have implemented these measures that violate the convention 's spirit and text while declaring full compliance with the black letter of international refugee law .",0
2774,homeless,"If there ever was a rags-to-riches story for cats , Pitzusch 's transformation from homelessness to opulence would be it .",0
1815,women,"The media was also partly to blame for normalising and glorifying violence among young women , she said . Popular movies , television shows and video games celebrated violent but gorgeous lead female characters , a trend that was continuing in the latest hit novel and film Hunger Games , in which the lead character , 16-year-old Katniss Everdeen , is selected to compete in a televised battle to the death with other teenagers .",0
2732,immigrant,Amri 's father told a radio station his son had left Tunisia seven years ago as an illegal immigrant .,0
3856,homeless,"Regarding the vagrants , Mkhwanazi said Metro police -- in conjunction with a security company -- are assisting in removing homeless people , who allegedly sleep at the site but Pikitup is not aware of any break-ins . "" If indeed this is true then residents are advised to seek the intervention of the police , "" Mkhwanazi added .",0
776,homeless,Volunteers and rescue personnel were erecting more temporary shelters for the tens of thousands left homeless on Lombok by the magnitude 7.0 quake on Sunday evening .,0
5863,poor-families,"Zohra , an ensemble of 35 young musicians aged 13 to 20 , some orphans or from poor families , will be performing before 3,000 CEOs and heads of state during a session on Thursday and at the closing concert on Friday .",0
8680,disabled,""" Every abled person today can become disabled tomorrow . So we should treat our physically challenged brothers and sisters with dignity and respect , "" he cautioned .",1
7067,vulnerable,"Earlier in the year , D-Link announced that it has 120 different models ( about half a million devices ) that are vulnerable to device-based attacks . Then at the DEF CON security conference last August , they found devices such as smart door locks , thermostats , and wheelchairs from 21 manufacturers were vulnerable on 47 fronts .",0
4733,women,"Nana Oye Lithur noted that gender equality and the empowerment of all women and girls was a goal in itself , and recognized as a central means to achieving the SDGs . Success depended on rigorous implementation .",0
6272,disabled,"Because JavaScript is disabled , you can only sign in by entering your OpenID URL manually :",0
779,homeless,"I did manage to get some food assistance from several local charities and had some financial assistance to pay some outstanding bills , but once I became homeless even that became too difficult to access at times . I sent out emails to every organisation I could possibly find in the hope of finding some help with accommodation and was rejected by all but one .",0
1250,migrant,"But , Chapter One dwells on the Ubulu towns and how it all started . The mystery behind the activities of some migrants and the mystic pot called ' Ududu ' . The internal details on Ubulu communities pointed in this chapter give a clearer picture of their settlements . This is vital for an understanding that though , these towns and villages are scattered all over Southern Nigeria , they still display common features in their traditional practices and observances with the Ubulu Kingdom . Such as ima ani , the system using Egbo or Akpu tree or Ogirisi tree to mark out place of settlement . There is a common origin for all Ubulu towns and communities .",0
4723,migrant,"Those who knew Bissonnette said he has expressed support for Donald Trump and Marine Le Pen , the leader of the French right-wing nationalist and populist political party Front National . Some have said he became radicalized from material he had found on the Internet , and refugee advocates and community organizers said he regularly trolled them with anti-immigrant and anti-feminist statements .",0
6433,refugee,Thirty-one Sri Lankan Tamil refugees in the state will return to their hometowns on Thursday under an UNHCR-facilitated voluntary repatriation programme .,0
3720,homeless,""" They are merely sent for courses and expected to deal with issues faced by the homeless without any experience , "" he said during a recent interview with The Rakyat Post .",0
4640,poor-families,TPB Popote was launched on Tuesday by President Jakaya Kikwete who said the new banking service will enable money easily reach poor families living in rural areas .,0
7189,poor-families,""" This is the real source of the poverty trap . It keeps food off the tables of poor families . It works against social justice . """,0
1949,women,"As the prosecutor , Beth Silverman , showed photo after photo of the 10 victims to a packed courtroom , family members of the dead young women wept . Some covered their faces , others walked out .",0
7898,immigrant,"Though hundreds of thousands of migrants crossed into Hungary from the Balkans at the peak of the crisis the majority went on to richer parts of western Europe . Data from think tank Tarki shows the proportion of people deemed to be xenophobic and resentful of foreign immigrants shot up to 60 per cent this year , rising 19 points from two years ago .",0
5284,poor-families,""" This group does fantastic work and has about 3.500 street children under their care . They support very poor families in so many ways , Medical Centres , Schools , Training Centres and much more they have a 24-hour hotline for any child that may be in danger .",1
7863,disabled,"Before she came on the scene , charities serving the disabled tended only to work with people with certain disabilities , an approach Yetnebersh feels only increased inequality .",0
10135,poor-families,"Indian children from poor families never get a chance to use a computer . Nor do they get a chance to speak English . For the most part , their English teachers themselves struggle to speak it well because they too were badly taught .",1
3947,vulnerable,"In addition , governments agreed to balance public funding between adaptation and mitigation , and agreed to significantly increase support for adaptation before 2020 , which is of vital importance for the most vulnerable countries dealing with the impacts of a warmer world . Countries also committed to improve reporting on finance , with everyone providing information about finance provided or received , as appropriate .",0
4731,homeless,"Loach is very engaged in everyday struggles of the people and very much alert to the human effects of official policy , be it the benefit system , privatisation of British rail and growing homeless or refugee and immigrant bashing .",0
860,hopeless,"Lucas Radebe knows what he is talking about , and also knows just how hard the route out of poverty , hopelessness , and violence can be . After apartheid was abolished 16 years ago , South Africa experienced a substantial economic boom . Yet for the majority of the population life is anything but easy . In 2009 the unemployment rate was running at 23.6% according to the World Bank . There is a huge gulf between rich and poor . Like many other African countries , South Africa has also been seriously affected by HIV/AIDS . In 2009 , 17% of all South Africans aged between 15 and 49 suffered from AIDS . According to the World Health Organization ( WHO ) this immune deficiency disease has now become the most common cause of death in South Africa , even in children .",0
8160,migrant,"Brazzaville - Police in southern Republic of Congo used violence and subjected illegal immigrants to degrading treatment in the second phase of a crackdown that drove thousands from the country last year , the Catholic Church and a local charity said on Sunday .",0
3932,immigrant,"The police have on several occasions rounded up dozens of illegal immigrants especially from Ethiopia , who have been discovered locked up in congested rooms in Kenyan towns and cities .",0
741,vulnerable,Instal CEEs with the involvement of the vulnerable local people,0
6315,vulnerable,"I ran into one of my high school teachers recently , who eagerly asked me what I was up to these days . I told him that I 'm a counsellor , and his disappointment was palpable ( I could vent my rage here about why choosing to help vulnerable people is not seen as "" successful "" in our society , but that 's another issue ) . I do n't want to pass on this weight of expectation to my children , nor my sense of unrealised potential . Obviously , I do n't want to stamp on their hopes and dreams if they tell me they plan to cure cancer -- incidentally , when I was five I went around saying I wanted to be a bushranger , and still no one told me it was n't a good idea -- but I would like them to understand that while they may have amazing careers and love their work , equally they may have boring desk jobs and never really be sure what they want to be . They may train to be barristers but prefer to be baristas . They may , like me , discover that they are not ambitious , preferring to work to live rather than live to work . <h> You will now receive updates fromBreaking News Alert <h> Breaking News Alert",0
715,disabled,Mombasa county team manager Anisa Abdala called on the corporate community to sponsor various teams as a way of showing solidarity with the disabled .,1
6183,hopeless,"Prisoner advocate Brett Collins , who served 10 years of a 17-year sentence in the 1970s , said the plan to cut teaching jobs "" just shows a total abdication of hope in prisons . In my time the only thing that kept me functioning and feeling hopeful was the fact that I could be building an education -- it 's a way you can cope with what is otherwise a hopeless period .... Without it you 're just back where you were before , but worse because as an ex-prisoner , you 're untrusted . """,0
1413,poor-families,Medicaid -- n. a health program involving federal and state government that pays for some kinds of health care for poor families,0
102,refugee,"When asked how governments should respond to the global refugee crisis , more than half ( 55.4% ) claimed that more should be done to include refugees in the national workforce . Just 3.5% said that refugees should be deported .",0
3378,homeless,""" There were severe floods , especially in Dar es Salaam where 43 people died , major parts of the city transportation network were destroyed and many residents were left homeless , "" she said .",0
251,in-need,"Last Friday the legendary boxer Muhammad Ali was laid to rest in his home town of Louisville , Kentucky . Even in death , his message of religious tolerance and principle resonated so clearly with a present sorely in need of peace and understanding between nations . Sadly , our guys never received his memo .",0
7319,migrant,""" We submit that it is part of the functions of your agency to among other things : ' investigate all cases of trafficking in persons including forced labour , child labour , forced prostitution , exploitative labour , and other forms of exploitation , slavery and slavery like activities , bounded labour , removal of organs , illegal smuggling of migrants , sale and purchase of persons ' .",0
7503,refugee,"Besides a museum with some history of Chefchaouen , the simple and bare gardens in the rest of the Kasbah compound are full of rich , local vegetation . You can get a view of the houses with red-tiled roofs if you climb to the top of the Kasbah . This Spanish-influenced architecture came from Moorish refugees from Andalusia in the 15th century , when they were being persecuted by Christian Spain in the Dark Ages .",0
1564,vulnerable,"The priorities are part of TVP 's Stronghold campaign to combat serious and organised crime . A form prevalent in Oxford is drug lords exploiting vulnerable people and selling substances from their homes . Under the new operating model , Insp Simpson is in charge of 17 PCs and about 30 PCSOs .",0
6135,vulnerable,"According to Ms Mongela , peace and security remains a top agenda for the African woman and it is not negotiable since women and children are the most vulnerable during periods of instability .",0
6148,homeless,Hundreds left homeless as authorities raze down over 100 houses in Dar,0
6210,refugee,"Gone are the most controversial measures of the old order , such as preference for Christian refugees and the suspension of existing visas and green cards .",0
3079,in-need,"Using poetic language , unnecessary descriptions at the beginning of a story , bringing in needless arguments and debates as the story develops , relating the story in the first person and changing midstream were seen as weaknesses .",0
4704,immigrant,Meizhou 's opening created a buzz in the Chinese community . Chinese students and immigrants were excited to see a Chinese brand they could relate to coming to California . It also got the attention of American foodies .,0
1017,poor-families,"Importantly , however , in New Zealand housing costs take a large proportion of the incomes of many poor families . Hence , there is a good case for using poverty measures that deduct housing costs . For instance , based on an income threshold set at 60 per cent of the median after housing costs are deducted , there were around 290,000 children in poverty in 2015-16 -- or close to 27 per cent of all children .",0
4371,women,She will highlight her government 's initiatives for women 's empowerment and mainstreaming them in the national development in her speech .,0
5336,poor-families,"None of that backstory was known immediately after her death because Reverend Swale wanted the gift to remain a secret . When builders finished the Church of the Holy Trinity in 1847 , writes Eric Arthur in No Mean City , "" Strachan published a notice inviting ' the poor families of the United Church of England and Ireland to make the church their own ' and another announcing the opening for service of the ' Parochial Church of the Poor of Toronto . ' """,0
5091,poor-families,"The grant is expected to boost the capacity of poor families in buying basic goods including food and household items , whose prices have soared due to TRAIN .",0
6475,migrant,"Accordingly , Onyango Obama , migrated to the United States of America , in the 1960s but had an outstanding warrant for his arrest as an illegal immigrant .",0
1333,refugee,"But after Alina was able to secure a spot in a public elementary school in central Rome , through a programme to integrate refugees led by the Catholic Church , she now knows where all the characters go and generally why there are there . "" The three wise men bring pretty gifts to the baby Jesus after they follow a bright , bright star , "" she explains as her mother listens carefully . "" The baby then grows up to become a hero . """,0
4096,refugee,A child destined for Baidoa in Somalia boards a UN aircraft at the Dadaab refugee camp . Total closure of three extensive refugee camps in Dadaab may not happen soon as numbers of those returning to their countries of origin voluntary have reduced while others have vowed never to return to their homes . PHOTO ABDIMALIK HAJIR NATION MEDIA GROUP <h> In Summary,0
7730,vulnerable,"Yanworth , the likely favourite , was first aimed at longer distance hurdle races , while Buveur D'Air aborted a season chasing to line up here . Both will have significant chances but may still be vulnerable to an improving outsider like Brain Power .",0
4002,immigrant,"At the same time , the vice president will leave very clear that , like other undocumented immigrants , these children are subject to deportation , as Secretary of Homeland Security , Jeh Johnson said yesterday . In this sense , the goal of Biden , as stated on Sunday will combat the "" misunderstandings "" that these children receive some kind of "" special treatment "" in the area of residence . "" Not worth it , no light at the end of the tunnel for these children at a residence in the U.S. , "" he said . "" Illegal immigration is not safe , put your child in the hands of a criminal organization is not safe . """,0
71,women,"But how often should we shave if we no longer have in-between days ? Well , we are all born different and so is our hair . Everyone 's hair grows differently so there is no right or wrong answer as to how often we should shave . Some women do it every day , while others have the privilege of waiting longer in-between shaves . As time goes by , we will slowly no more about our body and eventually find the right schedule that works . <h> 4 ) ' I can shave without water when I 'm in a hurry '",0
312,poor-families,"A poverty tax is imposed on people who live a long way from grocery stores . The added cost of travel eats into money that poor families should spend on groceries . In response , Khojane and Drake founded Lakheni , a group buying club that combines orders from a community , and uses the buying power of the group to get better prices .",0
2608,women,"Mwakyembe said the challenge dubbed "" Women pre-Olympic Trials towards the 2020 Tokyo Olympics "" seeks to uncover new women talents , ripe to compete in international tournaments .",0
5300,migrant,That was a lesson shatteringly learned when he lost elder brother Chris to a brutal murder at the hands of immigrant worker and paranoid schizophrenic whose long history of mental health problems raised uncomfortable questions of why he was not only walking the streets but had even been allowed into the country .,0
4129,in-need,""" The progress of the dengue TIDES clinical trial , our partnership with the Bill &amp; Melinda Gates Foundation to eradicate polio , the recent initiation of the world 's first field efficacy trial for a norovirus vaccine , and our work with the U.S. Government to develop a Zika vaccine , together demonstrate how Takeda is dedicated to developing and providing vaccines to protect people in need wherever they are , "" Dr. Rajeev Venkayya , President of Takeda Vaccines .",0
7806,migrant,"Opposition leader said that the Afghan immigrants present in Pakistan must return to their country . Responding a query , he said PPP Chairman Bilawal Bhutto Zardari would lay bare all his assets , once he is elected member of the Parliament . Service tenure of Chief of Army Staff ( CoAS ) General Raheel Sharif is an internal issue he said .",0
6859,homeless,"Unless disaster risk is managed better , homelessness among people in the world 's most disaster-prone countries is predicted to continue rising .",0
